时间_s,表面温度_C,表面含水率,环境温度_C,蒸发质量通量_kg_m-2_s,潜热通量_W_m-2,对流通量_W_m-2,净热通量_W_m-2
5363.0000,6.0761,0.8448,49.2030,0.0004,995.1940,1078.1717,82.9777
5364.0000,6.0783,0.8448,49.2006,0.0004,995.1712,1078.0570,82.8858
5365.0000,6.0805,0.8448,49.1983,0.0004,995.1483,1077.9426,82.7943
5366.0000,6.0828,0.8447,49.1959,0.0004,995.1253,1077.8285,82.7032
5367.0000,6.0850,0.8447,49.1936,0.0004,995.1023,1077.7147,82.6124
5368.0000,6.0872,0.8447,49.1912,0.0004,995.0791,1077.6010,82.5219
5369.0000,6.0893,0.8447,49.1889,0.0004,995.0559,1077.4876,82.4317
5370.0000,6.0915,0.8447,49.1865,0.0004,995.0326,1077.3745,82.3418
5371.0000,6.0937,0.8446,49.1841,0.0004,995.0092,1077.2615,82.2523
5372.0000,6.0958,0.8446,49.1818,0.0004,994.9858,1077.1488,82.1630
5373.0000,6.0980,0.8446,49.1794,0.0004,994.9623,1077.0363,82.0740
5374.0000,6.1001,0.8446,49.1771,0.0004,994.9387,1076.9240,81.9853
5375.0000,6.1023,0.8446,49.1747,0.0004,994.9150,1076.8119,81.8969
5376.0000,6.1044,0.8445,49.1724,0.0004,994.8913,1076.7000,81.8087
5377.0000,6.1065,0.8445,49.1700,0.0004,994.8674,1076.5883,81.7208
5378.0000,6.1086,0.8445,49.1677,0.0004,994.8435,1076.4767,81.6332
5379.0000,6.1107,0.8445,49.1653,0.0004,994.8196,1076.3654,81.5458
5380.0000,6.1128,0.8444,49.1630,0.0004,994.7956,1076.2543,81.4587
5381.0000,6.1149,0.8444,49.1606,0.0004,994.7714,1076.1433,81.3718
5382.0000,6.1170,0.8444,49.1583,0.0004,994.7473,1076.0325,81.2852
5383.0000,6.1191,0.8444,49.1559,0.0004,994.7230,1075.9219,81.1988
5384.0000,6.1211,0.8444,49.1536,0.0004,994.6987,1075.8114,81.1127
5385.0000,6.1232,0.8443,49.1512,0.0004,994.6743,1075.7011,81.0268
5386.0000,6.1253,0.8443,49.1489,0.0004,994.6499,1075.5910,80.9411
5387.0000,6.1273,0.8443,49.1465,0.0004,994.6254,1075.4810,80.8556
5388.0000,6.1294,0.8443,49.1442,0.0004,994.6008,1075.3712,80.7704
5389.0000,6.1314,0.8442,49.1418,0.0004,994.5762,1075.2616,80.6854
5390.0000,6.1334,0.8442,49.1395,0.0004,994.5514,1075.1521,80.6006
5391.0000,6.1354,0.8442,49.1371,0.0004,994.5267,1075.0427,80.5160
5392.0000,6.1375,0.8442,49.1348,0.0004,994.5018,1074.9335,80.4317
5393.0000,6.1395,0.8442,49.1324,0.0004,994.4769,1074.8244,80.3475
5394.0000,6.1415,0.8441,49.1301,0.0004,994.4519,1074.7155,80.2636
5395.0000,6.1435,0.8441,49.1277,0.0004,994.4269,1074.6068,80.1798
5396.0000,6.1455,0.8441,49.1254,0.0004,994.4018,1074.4981,80.0963
5397.0000,6.1475,0.8441,49.1230,0.0004,994.3767,1074.3896,80.0130
5398.0000,6.1494,0.8440,49.1207,0.0004,994.3514,1074.2813,79.9298
5399.0000,6.1514,0.8440,49.1183,0.0004,994.3262,1074.1730,79.8469
5400.0000,6.1534,0.8440,49.1160,0.0004,994.3008,1074.0649,79.7641
5401.0000,6.1556,0.8440,49.1210,0.0004,994.2657,1074.1351,79.8695
5402.0000,6.1578,0.8439,49.1260,0.0004,994.2307,1074.2030,79.9723
5403.0000,6.1602,0.8439,49.1309,0.0004,994.1959,1074.2691,80.0732
5404.0000,6.1626,0.8439,49.1359,0.0004,994.1613,1074.3340,80.1726
5405.0000,6.1650,0.8439,49.1409,0.0004,994.1269,1074.3976,80.2708
5406.0000,6.1675,0.8439,49.1459,0.0004,994.0926,1074.4603,80.3677
5407.0000,6.1700,0.8438,49.1509,0.0004,994.0585,1074.5221,80.4636
5408.0000,6.1725,0.8438,49.1559,0.0004,994.0246,1074.5831,80.5585
5409.0000,6.1751,0.8438,49.1608,0.0004,993.9908,1074.6434,80.6526
5410.0000,6.1777,0.8438,49.1658,0.0004,993.9571,1074.7030,80.7458
5411.0000,6.1803,0.8438,49.1708,0.0004,993.9236,1074.7619,80.8383
5412.0000,6.1830,0.8437,49.1758,0.0004,993.8902,1074.8203,80.9300
5413.0000,6.1857,0.8437,49.1808,0.0004,993.8570,1074.8780,81.0210
5414.0000,6.1884,0.8437,49.1858,0.0004,993.8239,1074.9353,81.1114
5415.0000,6.1911,0.8437,49.1908,0.0004,993.7909,1074.9921,81.2012
5416.0000,6.1938,0.8436,49.1957,0.0004,993.7581,1075.0484,81.2903
5417.0000,6.1965,0.8436,49.2007,0.0004,993.7254,1075.1042,81.3788
5418.0000,6.1993,0.8436,49.2057,0.0004,993.6928,1075.1596,81.4668
5419.0000,6.2021,0.8436,49.2107,0.0004,993.6603,1075.2146,81.5543
5420.0000,6.2049,0.8436,49.2157,0.0004,993.6279,1075.2692,81.6413
5421.0000,6.2077,0.8435,49.2206,0.0004,993.5957,1075.3234,81.7277
5422.0000,6.2105,0.8435,49.2256,0.0004,993.5635,1075.3772,81.8136
5423.0000,6.2134,0.8435,49.2306,0.0004,993.5315,1075.4307,81.8991
5424.0000,6.2162,0.8435,49.2356,0.0004,993.4996,1075.4838,81.9841
5425.0000,6.2191,0.8435,49.2406,0.0004,993.4678,1075.5366,82.0687
5426.0000,6.2220,0.8434,49.2456,0.0004,993.4362,1075.5890,82.1529
5427.0000,6.2249,0.8434,49.2505,0.0004,993.4046,1075.6412,82.2366
5428.0000,6.2278,0.8434,49.2555,0.0004,993.3731,1075.6930,82.3199
5429.0000,6.2307,0.8434,49.2605,0.0004,993.3418,1075.7446,82.4028
5430.0000,6.2337,0.8434,49.2655,0.0004,993.3105,1075.7958,82.4853
5431.0000,6.2366,0.8433,49.2705,0.0004,993.2794,1075.8468,82.5674
5432.0000,6.2396,0.8433,49.2755,0.0004,993.2484,1075.8975,82.6491
5433.0000,6.2425,0.8433,49.2805,0.0004,993.2174,1075.9479,82.7305
5434.0000,6.2455,0.8433,49.2854,0.0004,993.1866,1075.9981,82.8115
5435.0000,6.2485,0.8433,49.2904,0.0004,993.1559,1076.0480,82.8921
5436.0000,6.2515,0.8432,49.2954,0.0004,993.1253,1076.0977,82.9724
5437.0000,6.2545,0.8432,49.3004,0.0004,993.0947,1076.1471,83.0524
5438.0000,6.2575,0.8432,49.3054,0.0004,993.0643,1076.1963,83.1320
5439.0000,6.2605,0.8432,49.3103,0.0004,993.0340,1076.2453,83.2113
5440.0000,6.2636,0.8432,49.3153,0.0004,993.0037,1076.2940,83.2903
5441.0000,6.2666,0.8432,49.3203,0.0004,992.9736,1076.3425,83.3689
5442.0000,6.2697,0.8431,49.3253,0.0004,992.9436,1076.3908,83.4472
5443.0000,6.2727,0.8431,49.3303,0.0004,992.9136,1076.4389,83.5253
5444.0000,6.2758,0.8431,49.3353,0.0004,992.8838,1076.4868,83.6030
5445.0000,6.2789,0.8431,49.3402,0.0004,992.8540,1076.5344,83.6804
5446.0000,6.2820,0.8431,49.3452,0.0004,992.8244,1076.5819,83.7575
5447.0000,6.2850,0.8430,49.3502,0.0004,992.7948,1076.6292,83.8344
5448.0000,6.2882,0.8430,49.3552,0.0004,992.7653,1076.6762,83.9109
5449.0000,6.2913,0.8430,49.3602,0.0004,992.7359,1076.7231,83.9872
5450.0000,6.2944,0.8430,49.3652,0.0004,992.7066,1076.7698,84.0632
5451.0000,6.2975,0.8430,49.3702,0.0004,992.6774,1076.8163,84.1389
5452.0000,6.3006,0.8429,49.3751,0.0004,992.6483,1076.8627,84.2143
5453.0000,6.3038,0.8429,49.3801,0.0004,992.6193,1076.9088,84.2895
5454.0000,6.3069,0.8429,49.3851,0.0004,992.5904,1076.9548,84.3644
5455.0000,6.3101,0.8429,49.3901,0.0004,992.5615,1077.0006,84.4391
5456.0000,6.3132,0.8429,49.3951,0.0004,992.5328,1077.0462,84.5135
5457.0000,6.3164,0.8429,49.4001,0.0004,992.5041,1077.0917,84.5876
5458.0000,6.3196,0.8428,49.4050,0.0004,992.4755,1077.1370,84.6615
5459.0000,6.3227,0.8428,49.4100,0.0004,992.4470,1077.1822,84.7352
5460.0000,6.3259,0.8428,49.4150,0.0004,992.4186,1077.2272,84.8086
5461.0000,6.3289,0.8428,49.4134,0.0004,992.3932,1077.1127,84.7194
5462.0000,6.3319,0.8428,49.4119,0.0004,992.3678,1077.0002,84.6324
5463.0000,6.3347,0.8428,49.4103,0.0004,992.3423,1076.8892,84.5469
5464.0000,6.3376,0.8427,49.4087,0.0004,992.3167,1076.7792,84.4625
5465.0000,6.3404,0.8427,49.4072,0.0004,992.2911,1076.6703,84.3792
5466.0000,6.3431,0.8427,49.4056,0.0004,992.2653,1076.5621,84.2968
5467.0000,6.3458,0.8427,49.4040,0.0004,992.2395,1076.4547,84.2152
5468.0000,6.3486,0.8427,49.4025,0.0004,992.2136,1076.3479,84.1343
5469.0000,6.3512,0.8426,49.4009,0.0004,992.1876,1076.2417,84.0541
5470.0000,6.3539,0.8426,49.3993,0.0004,992.1616,1076.1361,83.9745
5471.0000,6.3565,0.8426,49.3978,0.0004,992.1355,1076.0310,83.8955
5472.0000,6.3591,0.8426,49.3962,0.0004,992.1093,1075.9263,83.8171
5473.0000,6.3617,0.8426,49.3946,0.0004,992.0830,1075.8222,83.7391
5474.0000,6.3643,0.8426,49.3931,0.0004,992.0567,1075.7184,83.6617
5475.0000,6.3669,0.8425,49.3915,0.0004,992.0303,1075.6150,83.5847
5476.0000,6.3695,0.8425,49.3899,0.0004,992.0039,1075.5120,83.5082
5477.0000,6.3720,0.8425,49.3884,0.0004,991.9774,1075.4094,83.4321
5478.0000,6.3745,0.8425,49.3868,0.0004,991.9508,1075.3072,83.3564
5479.0000,6.3770,0.8425,49.3852,0.0004,991.9242,1075.2052,83.2810
5480.0000,6.3795,0.8424,49.3837,0.0004,991.8975,1075.1036,83.2061
5481.0000,6.3820,0.8424,49.3821,0.0004,991.8707,1075.0023,83.1315
5482.0000,6.3845,0.8424,49.3805,0.0004,991.8439,1074.9012,83.0573
5483.0000,6.3869,0.8424,49.3790,0.0004,991.8170,1074.8005,82.9834
5484.0000,6.3894,0.8424,49.3774,0.0004,991.7901,1074.7000,82.9099
5485.0000,6.3918,0.8424,49.3758,0.0004,991.7631,1074.5998,82.8366
5486.0000,6.3943,0.8423,49.3743,0.0004,991.7361,1074.4998,82.7637
5487.0000,6.3967,0.8423,49.3727,0.0004,991.7090,1074.4001,82.6911
5488.0000,6.3991,0.8423,49.3711,0.0004,991.6819,1074.3006,82.6187
5489.0000,6.4015,0.8423,49.3696,0.0004,991.6547,1074.2014,82.5467
5490.0000,6.4039,0.8423,49.3680,0.0004,991.6275,1074.1023,82.4749
5491.0000,6.4063,0.8422,49.3664,0.0004,991.6002,1074.0035,82.4034
5492.0000,6.4087,0.8422,49.3649,0.0004,991.5728,1073.9049,82.3321
5493.0000,6.4110,0.8422,49.3633,0.0004,991.5454,1073.8065,82.2611
5494.0000,6.4134,0.8422,49.3617,0.0004,991.5180,1073.7084,82.1904
5495.0000,6.4158,0.8422,49.3602,0.0004,991.4905,1073.6104,82.1199
5496.0000,6.4181,0.8421,49.3586,0.0004,991.4629,1073.5126,82.0496
5497.0000,6.4204,0.8421,49.3570,0.0004,991.4353,1073.4149,81.9796
5498.0000,6.4228,0.8421,49.3555,0.0004,991.4077,1073.3175,81.9098
5499.0000,6.4251,0.8421,49.3539,0.0004,991.3800,1073.2203,81.8403
5500.0000,6.4274,0.8421,49.3523,0.0004,991.3522,1073.1232,81.7710
5501.0000,6.4297,0.8420,49.3508,0.0004,991.3245,1073.0263,81.7018
5502.0000,6.4320,0.8420,49.3492,0.0004,991.2966,1072.9295,81.6329
5503.0000,6.4343,0.8420,49.3476,0.0004,991.2687,1072.8330,81.5642
5504.0000,6.4366,0.8420,49.3461,0.0004,991.2408,1072.7366,81.4957
5505.0000,6.4389,0.8420,49.3445,0.0004,991.2128,1072.6403,81.4275
5506.0000,6.4412,0.8419,49.3429,0.0004,991.1848,1072.5442,81.3594
5507.0000,6.4434,0.8419,49.3414,0.0004,991.1568,1072.4483,81.2915
5508.0000,6.4457,0.8419,49.3398,0.0004,991.1287,1072.3525,81.2238
5509.0000,6.4480,0.8419,49.3382,0.0004,991.1005,1072.2568,81.1563
5510.0000,6.4502,0.8419,49.3367,0.0004,991.0723,1072.1613,81.0890
5511.0000,6.4525,0.8419,49.3351,0.0004,991.0441,1072.0659,81.0219
5512.0000,6.4547,0.8418,49.3335,0.0004,991.0158,1071.9707,80.9549
5513.0000,6.4569,0.8418,49.3320,0.0004,990.9875,1071.8756,80.8881
5514.0000,6.4592,0.8418,49.3304,0.0004,990.9591,1071.7806,80.8215
5515.0000,6.4614,0.8418,49.3288,0.0004,990.9307,1071.6858,80.7551
5516.0000,6.4636,0.8418,49.3273,0.0004,990.9022,1071.5911,80.6889
5517.0000,6.4658,0.8417,49.3257,0.0004,990.8737,1071.4965,80.6228
5518.0000,6.4680,0.8417,49.3241,0.0004,990.8452,1071.4021,80.5569
5519.0000,6.4703,0.8417,49.3226,0.0004,990.8166,1071.3078,80.4912
5520.0000,6.4725,0.8417,49.3210,0.0004,990.7880,1071.2136,80.4256
5521.0000,6.4747,0.8417,49.3209,0.0004,990.7682,1071.1562,80.3880
5522.0000,6.4769,0.8416,49.3209,0.0004,990.7483,1071.0986,80.3504
5523.0000,6.4792,0.8416,49.3208,0.0004,990.7282,1071.0409,80.3126
5524.0000,6.4814,0.8416,49.3207,0.0004,990.7082,1070.9830,80.2749
5525.0000,6.4837,0.8416,49.3207,0.0004,990.6880,1070.9251,80.2371
5526.0000,6.4859,0.8415,49.3206,0.0004,990.6678,1070.8671,80.1993
5527.0000,6.4882,0.8415,49.3205,0.0004,990.6475,1070.8090,80.1615
5528.0000,6.4904,0.8415,49.3205,0.0004,990.6271,1070.7509,80.1238
5529.0000,6.4927,0.8415,49.3204,0.0004,990.6068,1070.6929,80.0861
5530.0000,6.4949,0.8415,49.3203,0.0004,990.5863,1070.6347,80.0484
5531.0000,6.4972,0.8414,49.3203,0.0004,990.5658,1070.5766,80.0108
5532.0000,6.4995,0.8414,49.3202,0.0004,990.5453,1070.5185,79.9732
5533.0000,6.5017,0.8414,49.3201,0.0004,990.5248,1070.4604,79.9356
5534.0000,6.5040,0.8414,49.3201,0.0004,990.5041,1070.4022,79.8981
5535.0000,6.5062,0.8414,49.3200,0.0004,990.4835,1070.3441,79.8606
5536.0000,6.5085,0.8413,49.3199,0.0004,990.4628,1070.2860,79.8232
5537.0000,6.5108,0.8413,49.3199,0.0004,990.4421,1070.2279,79.7858
5538.0000,6.5130,0.8413,49.3198,0.0004,990.4213,1070.1698,79.7485
5539.0000,6.5153,0.8413,49.3197,0.0004,990.4005,1070.1117,79.7112
5540.0000,6.5175,0.8413,49.3197,0.0004,990.3797,1070.0536,79.6739
5541.0000,6.5198,0.8412,49.3196,0.0004,990.3588,1069.9956,79.6368
5542.0000,6.5220,0.8412,49.3195,0.0004,990.3379,1069.9375,79.5996
5543.0000,6.5243,0.8412,49.3195,0.0004,990.3170,1069.8795,79.5626
5544.0000,6.5265,0.8412,49.3194,0.0004,990.2960,1069.8215,79.5255
5545.0000,6.5288,0.8412,49.3193,0.0004,990.2750,1069.7636,79.4886
5546.0000,6.5310,0.8411,49.3193,0.0004,990.2540,1069.7056,79.4517
5547.0000,6.5333,0.8411,49.3192,0.0004,990.2329,1069.6477,79.4148
5548.0000,6.5355,0.8411,49.3191,0.0004,990.2118,1069.5898,79.3780
5549.0000,6.5378,0.8411,49.3191,0.0004,990.1907,1069.5319,79.3412
5550.0000,6.5400,0.8410,49.3190,0.0004,990.1695,1069.4741,79.3045
5551.0000,6.5423,0.8410,49.3189,0.0004,990.1483,1069.4162,79.2679
5552.0000,6.5445,0.8410,49.3189,0.0004,990.1271,1069.3584,79.2313
5553.0000,6.5468,0.8410,49.3188,0.0004,990.1059,1069.3006,79.1948
5554.0000,6.5490,0.8410,49.3187,0.0004,990.0846,1069.2429,79.1583
5555.0000,6.5513,0.8409,49.3187,0.0004,990.0633,1069.1852,79.1219
5556.0000,6.5535,0.8409,49.3186,0.0004,990.0420,1069.1275,79.0855
5557.0000,6.5557,0.8409,49.3185,0.0004,990.0206,1069.0698,79.0492
5558.0000,6.5580,0.8409,49.3185,0.0004,989.9992,1069.0121,79.0129
5559.0000,6.5602,0.8409,49.3184,0.0004,989.9778,1068.9545,78.9767
5560.0000,6.5625,0.8408,49.3183,0.0004,989.9563,1068.8969,78.9406
5561.0000,6.5647,0.8408,49.3183,0.0004,989.9349,1068.8393,78.9045
5562.0000,6.5669,0.8408,49.3182,0.0004,989.9134,1068.7818,78.8684
5563.0000,6.5692,0.8408,49.3181,0.0004,989.8918,1068.7243,78.8324
5564.0000,6.5714,0.8407,49.3181,0.0004,989.8703,1068.6668,78.7965
5565.0000,6.5736,0.8407,49.3180,0.0004,989.8487,1068.6094,78.7606
5566.0000,6.5759,0.8407,49.3179,0.0004,989.8271,1068.5519,78.7248
5567.0000,6.5781,0.8407,49.3179,0.0004,989.8055,1068.4945,78.6890
5568.0000,6.5803,0.8407,49.3178,0.0004,989.7838,1068.4372,78.6533
5569.0000,6.5825,0.8406,49.3177,0.0004,989.7622,1068.3798,78.6176
5570.0000,6.5848,0.8406,49.3177,0.0004,989.7405,1068.3225,78.5820
5571.0000,6.5870,0.8406,49.3176,0.0004,989.7187,1068.2652,78.5465
5572.0000,6.5892,0.8406,49.3175,0.0004,989.6970,1068.2079,78.5110
5573.0000,6.5914,0.8405,49.3175,0.0004,989.6752,1068.1507,78.4755
5574.0000,6.5937,0.8405,49.3174,0.0004,989.6534,1068.0935,78.4401
5575.0000,6.5959,0.8405,49.3173,0.0004,989.6316,1068.0363,78.4047
5576.0000,6.5981,0.8405,49.3173,0.0004,989.6097,1067.9792,78.3694
5577.0000,6.6003,0.8405,49.3172,0.0004,989.5879,1067.9221,78.3342
5578.0000,6.6025,0.8404,49.3171,0.0004,989.5660,1067.8650,78.2990
5579.0000,6.6048,0.8404,49.3171,0.0004,989.5441,1067.8079,78.2639
5580.0000,6.6070,0.8404,49.3170,0.0004,989.5221,1067.7509,78.2288
5581.0000,6.6092,0.8404,49.3168,0.0004,989.4884,1067.6899,78.2014
5582.0000,6.6114,0.8404,49.3166,0.0004,989.4549,1067.6289,78.1740
5583.0000,6.6136,0.8403,49.3163,0.0004,989.4214,1067.5678,78.1464
5584.0000,6.6159,0.8403,49.3161,0.0004,989.3880,1067.5066,78.1187
5585.0000,6.6181,0.8403,49.3159,0.0004,989.3546,1067.4455,78.0909
5586.0000,6.6203,0.8403,49.3157,0.0004,989.3213,1067.3844,78.0630
5587.0000,6.6226,0.8402,49.3155,0.0004,989.2881,1067.3232,78.0351
5588.0000,6.6248,0.8402,49.3153,0.0004,989.2548,1067.2620,78.0072
5589.0000,6.6270,0.8402,49.3150,0.0004,989.2216,1067.2009,77.9792
5590.0000,6.6292,0.8402,49.3148,0.0004,989.1885,1067.1397,77.9512
5591.0000,6.6315,0.8402,49.3146,0.0004,989.1553,1067.0785,77.9232
5592.0000,6.6337,0.8401,49.3144,0.0004,989.1222,1067.0174,77.8952
5593.0000,6.6359,0.8401,49.3142,0.0004,989.0891,1066.9562,77.8671
5594.0000,6.6382,0.8401,49.3140,0.0004,989.0561,1066.8951,77.8390
5595.0000,6.6404,0.8401,49.3137,0.0004,989.0230,1066.8339,77.8109
5596.0000,6.6426,0.8401,49.3135,0.0004,988.9900,1066.7728,77.7828
5597.0000,6.6449,0.8400,49.3133,0.0004,988.9569,1066.7117,77.7547
5598.0000,6.6471,0.8400,49.3131,0.0004,988.9239,1066.6505,77.7266
5599.0000,6.6493,0.8400,49.3129,0.0004,988.8910,1066.5894,77.6985
5600.0000,6.6515,0.8400,49.3127,0.0004,988.8580,1066.5283,77.6704
5601.0000,6.6538,0.8399,49.3124,0.0004,988.8250,1066.4672,77.6422
5602.0000,6.6560,0.8399,49.3122,0.0004,988.7921,1066.4062,77.6141
5603.0000,6.6582,0.8399,49.3120,0.0004,988.7591,1066.3451,77.5860
5604.0000,6.6604,0.8399,49.3118,0.0004,988.7262,1066.2840,77.5579
5605.0000,6.6627,0.8399,49.3116,0.0004,988.6933,1066.2230,77.5297
5606.0000,6.6649,0.8398,49.3114,0.0004,988.6604,1066.1620,77.5016
5607.0000,6.6671,0.8398,49.3111,0.0004,988.6275,1066.1010,77.4735
5608.0000,6.6693,0.8398,49.3109,0.0004,988.5946,1066.0400,77.4454
5609.0000,6.6716,0.8398,49.3107,0.0004,988.5617,1065.9790,77.4173
5610.0000,6.6738,0.8398,49.3105,0.0004,988.5288,1065.9180,77.3892
5611.0000,6.6760,0.8397,49.3103,0.0004,988.4959,1065.8570,77.3611
5612.0000,6.6782,0.8397,49.3101,0.0004,988.4631,1065.7961,77.3330
5613.0000,6.6804,0.8397,49.3099,0.0004,988.4302,1065.7352,77.3050
5614.0000,6.6827,0.8397,49.3096,0.0004,988.3974,1065.6743,77.2769
5615.0000,6.6849,0.8396,49.3094,0.0004,988.3645,1065.6134,77.2488
5616.0000,6.6871,0.8396,49.3092,0.0004,988.3317,1065.5525,77.2208
5617.0000,6.6893,0.8396,49.3090,0.0004,988.2989,1065.4916,77.1928
5618.0000,6.6915,0.8396,49.3088,0.0004,988.2660,1065.4308,77.1648
5619.0000,6.6938,0.8396,49.3086,0.0004,988.2332,1065.3699,77.1367
5620.0000,6.6960,0.8395,49.3083,0.0004,988.2004,1065.3091,77.1088
5621.0000,6.6982,0.8395,49.3081,0.0004,988.1676,1065.2483,77.0808
5622.0000,6.7004,0.8395,49.3079,0.0004,988.1348,1065.1876,77.0528
5623.0000,6.7026,0.8395,49.3077,0.0004,988.1020,1065.1268,77.0248
5624.0000,6.7048,0.8395,49.3075,0.0004,988.0692,1065.0660,76.9969
5625.0000,6.7070,0.8394,49.3073,0.0004,988.0364,1065.0053,76.9690
5626.0000,6.7092,0.8394,49.3070,0.0004,988.0036,1064.9446,76.9410
5627.0000,6.7115,0.8394,49.3068,0.0004,987.9708,1064.8839,76.9131
5628.0000,6.7137,0.8394,49.3066,0.0004,987.9380,1064.8232,76.8852
5629.0000,6.7159,0.8394,49.3064,0.0004,987.9052,1064.7626,76.8574
5630.0000,6.7181,0.8393,49.3062,0.0004,987.8724,1064.7019,76.8295
5631.0000,6.7203,0.8393,49.3060,0.0004,987.8396,1064.6413,76.8017
5632.0000,6.7225,0.8393,49.3057,0.0004,987.8068,1064.5807,76.7738
5633.0000,6.7247,0.8393,49.3055,0.0004,987.7741,1064.5201,76.7460
5634.0000,6.7269,0.8392,49.3053,0.0004,987.7413,1064.4595,76.7182
5635.0000,6.7291,0.8392,49.3051,0.0004,987.7085,1064.3990,76.6904
5636.0000,6.7313,0.8392,49.3049,0.0004,987.6757,1064.3384,76.6627
5637.0000,6.7335,0.8392,49.3047,0.0004,987.6430,1064.2779,76.6349
5638.0000,6.7357,0.8392,49.3044,0.0004,987.6102,1064.2174,76.6072
5639.0000,6.7379,0.8391,49.3042,0.0004,987.5774,1064.1569,76.5795
5640.0000,6.7401,0.8391,49.3040,0.0004,987.5447,1064.0964,76.5518
5641.0000,6.7424,0.8391,49.3071,0.0004,987.5218,1064.1178,76.5959
5642.0000,6.7447,0.8391,49.3103,0.0004,987.4989,1064.1381,76.6392
5643.0000,6.7471,0.8391,49.3134,0.0004,987.4760,1064.1578,76.6818
5644.0000,6.7495,0.8390,49.3165,0.0004,987.4530,1064.1770,76.7239
5645.0000,6.7518,0.8390,49.3197,0.0004,987.4301,1064.1957,76.7655
5646.0000,6.7542,0.8390,49.3228,0.0004,987.4072,1064.2139,76.8067
5647.0000,6.7567,0.8390,49.3259,0.0004,987.3843,1064.2318,76.8475
5648.0000,6.7591,0.8390,49.3291,0.0004,987.3614,1064.2493,76.8879
5649.0000,6.7615,0.8389,49.3322,0.0004,987.3386,1064.2666,76.9280
5650.0000,6.7640,0.8389,49.3353,0.0004,987.3157,1064.2835,76.9678
5651.0000,6.7665,0.8389,49.3385,0.0004,987.2929,1064.3002,77.0072
5652.0000,6.7689,0.8389,49.3416,0.0004,987.2701,1064.3166,77.0464
5653.0000,6.7714,0.8388,49.3447,0.0004,987.2474,1064.3327,77.0853
5654.0000,6.7739,0.8388,49.3479,0.0004,987.2247,1064.3486,77.1239
5655.0000,6.7764,0.8388,49.3510,0.0004,987.2020,1064.3643,77.1623
5656.0000,6.7789,0.8388,49.3541,0.0004,987.1793,1064.3798,77.2005
5657.0000,6.7815,0.8388,49.3573,0.0004,987.1567,1064.3951,77.2384
5658.0000,6.7840,0.8387,49.3604,0.0004,987.1341,1064.4102,77.2761
5659.0000,6.7865,0.8387,49.3635,0.0004,987.1116,1064.4251,77.3135
5660.0000,6.7891,0.8387,49.3667,0.0004,987.0890,1064.4398,77.3507
5661.0000,6.7916,0.8387,49.3698,0.0004,987.0666,1064.4543,77.3878
5662.0000,6.7942,0.8387,49.3729,0.0004,987.0441,1064.4687,77.4246
5663.0000,6.7968,0.8386,49.3761,0.0004,987.0217,1064.4829,77.4612
5664.0000,6.7993,0.8386,49.3792,0.0004,986.9993,1064.4970,77.4977
5665.0000,6.8019,0.8386,49.3823,0.0004,986.9769,1064.5109,77.5339
5666.0000,6.8045,0.8386,49.3855,0.0004,986.9546,1064.5246,77.5700
5667.0000,6.8071,0.8386,49.3886,0.0004,986.9323,1064.5382,77.6059
5668.0000,6.8097,0.8385,49.3917,0.0004,986.9101,1064.5517,77.6416
5669.0000,6.8123,0.8385,49.3949,0.0004,986.8879,1064.5650,77.6771
5670.0000,6.8149,0.8385,49.3980,0.0004,986.8657,1064.5782,77.7125
5671.0000,6.8175,0.8385,49.4011,0.0004,986.8435,1064.5912,77.7477
5672.0000,6.8201,0.8385,49.4043,0.0004,986.8214,1064.6041,77.7827
5673.0000,6.8227,0.8384,49.4074,0.0004,986.7993,1064.6169,77.8176
5674.0000,6.8253,0.8384,49.4105,0.0004,986.7773,1064.6296,77.8523
5675.0000,6.8280,0.8384,49.4137,0.0004,986.7553,1064.6422,77.8869
5676.0000,6.8306,0.8384,49.4168,0.0004,986.7333,1064.6546,77.9213
5677.0000,6.8333,0.8383,49.4199,0.0004,986.7113,1064.6669,77.9556
5678.0000,6.8359,0.8383,49.4231,0.0004,986.6894,1064.6791,77.9897
5679.0000,6.8386,0.8383,49.4262,0.0004,986.6676,1064.6912,78.0237
5680.0000,6.8412,0.8383,49.4293,0.0004,986.6457,1064.7032,78.0575
5681.0000,6.8439,0.8383,49.4325,0.0004,986.6239,1064.7151,78.0912
5682.0000,6.8465,0.8382,49.4356,0.0004,986.6022,1064.7269,78.1247
5683.0000,6.8492,0.8382,49.4387,0.0004,986.5804,1064.7386,78.1582
5684.0000,6.8519,0.8382,49.4419,0.0004,986.5587,1064.7502,78.1915
5685.0000,6.8545,0.8382,49.4450,0.0004,986.5370,1064.7616,78.2246
5686.0000,6.8572,0.8382,49.4481,0.0004,986.5154,1064.7730,78.2576
5687.0000,6.8599,0.8381,49.4513,0.0004,986.4938,1064.7843,78.2905
5688.0000,6.8626,0.8381,49.4544,0.0004,986.4722,1064.7955,78.3233
5689.0000,6.8653,0.8381,49.4575,0.0004,986.4507,1064.8066,78.3559
5690.0000,6.8680,0.8381,49.4607,0.0004,986.4292,1064.8176,78.3884
5691.0000,6.8707,0.8381,49.4638,0.0004,986.4077,1064.8286,78.4208
5692.0000,6.8734,0.8380,49.4669,0.0004,986.3863,1064.8394,78.4531
5693.0000,6.8761,0.8380,49.4701,0.0004,986.3649,1064.8502,78.4853
