时间_s,中心基线,中心残留ALE,表面基线,表面残留ALE,中心差值,表面差值,材料平均含水率_基线,材料平均含水率_残留ALE
35400.0000,0.9804,0.7805,0.2303,0.1591,-0.1999,-0.0711,0.6209,0.4867
35460.0000,0.9782,0.7788,0.2297,0.1588,-0.1994,-0.0709,0.6195,0.4857
35520.0000,0.9759,0.7770,0.2291,0.1585,-0.1989,-0.0706,0.6182,0.4848
35580.0000,0.9737,0.7753,0.2285,0.1581,-0.1984,-0.0704,0.6168,0.4838
35640.0000,0.9714,0.7735,0.2279,0.1578,-0.1979,-0.0701,0.6155,0.4829
35700.0000,0.9692,0.7718,0.2273,0.1574,-0.1974,-0.0699,0.6142,0.4820
35760.0000,0.9670,0.7701,0.2267,0.1571,-0.1969,-0.0696,0.6128,0.4810
35820.0000,0.9647,0.7684,0.2261,0.1568,-0.1963,-0.0694,0.6115,0.4801
35880.0000,0.9625,0.7667,0.2256,0.1564,-0.1958,-0.0691,0.6102,0.4792
35940.0000,0.9603,0.7650,0.2250,0.1561,-0.1953,-0.0689,0.6089,0.4782
36000.0000,0.9581,0.7633,0.2244,0.1558,-0.1948,-0.0686,0.6075,0.4773
36060.0000,0.9559,0.7616,0.2238,0.1554,-0.1943,-0.0684,0.6062,0.4764
36120.0000,0.9537,0.7599,0.2233,0.1551,-0.1938,-0.0682,0.6049,0.4755
36180.0000,0.9515,0.7582,0.2227,0.1548,-0.1933,-0.0679,0.6036,0.4746
36240.0000,0.9494,0.7566,0.2221,0.1544,-0.1928,-0.0677,0.6023,0.4737
36300.0000,0.9472,0.7549,0.2215,0.1541,-0.1923,-0.0674,0.6010,0.4728
36360.0000,0.9450,0.7533,0.2210,0.1538,-0.1918,-0.0672,0.5997,0.4718
36420.0000,0.9429,0.7516,0.2204,0.1534,-0.1913,-0.0670,0.5985,0.4709
36480.0000,0.9407,0.7500,0.2198,0.1531,-0.1908,-0.0667,0.5972,0.4700
36540.0000,0.9386,0.7483,0.2193,0.1528,-0.1903,-0.0665,0.5959,0.4691
36600.0000,0.9364,0.7467,0.2187,0.1525,-0.1898,-0.0663,0.5946,0.4683
36660.0000,0.9343,0.7451,0.2182,0.1521,-0.1893,-0.0660,0.5933,0.4674
36720.0000,0.9322,0.7434,0.2176,0.1518,-0.1888,-0.0658,0.5921,0.4665
36780.0000,0.9301,0.7418,0.2171,0.1515,-0.1883,-0.0656,0.5908,0.4656
36840.0000,0.9280,0.7402,0.2165,0.1512,-0.1878,-0.0653,0.5896,0.4647
36900.0000,0.9259,0.7386,0.2160,0.1509,-0.1873,-0.0651,0.5883,0.4638
36960.0000,0.9238,0.7370,0.2154,0.1505,-0.1868,-0.0649,0.5870,0.4630
37020.0000,0.9217,0.7354,0.2149,0.1502,-0.1863,-0.0646,0.5858,0.4621
37080.0000,0.9196,0.7338,0.2143,0.1499,-0.1858,-0.0644,0.5846,0.4612
37140.0000,0.9175,0.7322,0.2138,0.1496,-0.1853,-0.0642,0.5833,0.4604
37200.0000,0.9155,0.7307,0.2132,0.1493,-0.1848,-0.0639,0.5821,0.4595
37260.0000,0.9134,0.7291,0.2127,0.1490,-0.1843,-0.0637,0.5809,0.4586
37320.0000,0.9113,0.7275,0.2121,0.1487,-0.1838,-0.0635,0.5796,0.4578
37380.0000,0.9093,0.7260,0.2116,0.1483,-0.1833,-0.0633,0.5784,0.4569
37440.0000,0.9072,0.7244,0.2111,0.1480,-0.1828,-0.0630,0.5772,0.4561
37500.0000,0.9052,0.7229,0.2105,0.1477,-0.1823,-0.0628,0.5760,0.4552
37560.0000,0.9032,0.7213,0.2100,0.1474,-0.1818,-0.0626,0.5748,0.4544
37620.0000,0.9011,0.7198,0.2095,0.1471,-0.1814,-0.0623,0.5735,0.4535
37680.0000,0.8991,0.7183,0.2089,0.1468,-0.1809,-0.0621,0.5723,0.4527
37740.0000,0.8971,0.7167,0.2084,0.1465,-0.1804,-0.0619,0.5711,0.4519
37800.0000,0.8951,0.7152,0.2079,0.1462,-0.1799,-0.0617,0.5699,0.4510
37860.0000,0.8931,0.7137,0.2074,0.1459,-0.1794,-0.0614,0.5687,0.4502
37920.0000,0.8911,0.7122,0.2068,0.1456,-0.1789,-0.0612,0.5676,0.4494
37980.0000,0.8891,0.7107,0.2063,0.1453,-0.1784,-0.0610,0.5664,0.4485
38040.0000,0.8871,0.7092,0.2058,0.1451,-0.1780,-0.0607,0.5652,0.4477
38100.0000,0.8852,0.7077,0.2053,0.1448,-0.1775,-0.0605,0.5640,0.4469
38160.0000,0.8832,0.7062,0.2048,0.1445,-0.1770,-0.0603,0.5628,0.4461
38220.0000,0.8812,0.7047,0.2042,0.1442,-0.1765,-0.0600,0.5617,0.4453
38280.0000,0.8793,0.7032,0.2037,0.1439,-0.1760,-0.0598,0.5605,0.4445
38340.0000,0.8773,0.7018,0.2032,0.1436,-0.1756,-0.0596,0.5593,0.4437
38400.0000,0.8754,0.7003,0.2027,0.1434,-0.1751,-0.0594,0.5582,0.4429
38460.0000,0.8735,0.6988,0.2022,0.1431,-0.1746,-0.0591,0.5570,0.4421
38520.0000,0.8715,0.6974,0.2017,0.1428,-0.1741,-0.0589,0.5559,0.4413
38580.0000,0.8696,0.6959,0.2012,0.1425,-0.1737,-0.0587,0.5547,0.4405
38640.0000,0.8677,0.6945,0.2007,0.1422,-0.1732,-0.0585,0.5536,0.4397
38700.0000,0.8658,0.6930,0.2002,0.1420,-0.1727,-0.0582,0.5524,0.4389
38760.0000,0.8639,0.6916,0.1997,0.1417,-0.1723,-0.0580,0.5513,0.4381
38820.0000,0.8620,0.6902,0.1992,0.1414,-0.1718,-0.0578,0.5502,0.4373
38880.0000,0.8601,0.6887,0.1987,0.1411,-0.1713,-0.0576,0.5490,0.4365
38940.0000,0.8582,0.6873,0.1982,0.1408,-0.1709,-0.0574,0.5479,0.4358
39000.0000,0.8563,0.6859,0.1977,0.1405,-0.1704,-0.0572,0.5468,0.4350
39060.0000,0.8544,0.6845,0.1972,0.1402,-0.1699,-0.0570,0.5457,0.4342
39120.0000,0.8525,0.6831,0.1967,0.1400,-0.1695,-0.0568,0.5445,0.4334
