时间_s,中心基线,中心残留ALE,表面基线,表面残留ALE,中心差值,表面差值,材料平均含水率_基线,材料平均含水率_残留ALE
92100.0000,0.2660,0.2450,0.0646,0.0616,-0.0210,-0.0030,0.1935,0.1800
92160.0000,0.2658,0.2448,0.0645,0.0615,-0.0210,-0.0030,0.1934,0.1799
92220.0000,0.2656,0.2447,0.0645,0.0615,-0.0209,-0.0030,0.1933,0.1798
92280.0000,0.2654,0.2445,0.0645,0.0615,-0.0209,-0.0030,0.1932,0.1797
92340.0000,0.2652,0.2444,0.0645,0.0615,-0.0209,-0.0030,0.1931,0.1796
92400.0000,0.2650,0.2442,0.0644,0.0615,-0.0208,-0.0030,0.1930,0.1796
92460.0000,0.2649,0.2441,0.0644,0.0615,-0.0208,-0.0030,0.1928,0.1795
92520.0000,0.2647,0.2439,0.0644,0.0614,-0.0208,-0.0029,0.1927,0.1794
92580.0000,0.2645,0.2438,0.0644,0.0614,-0.0207,-0.0029,0.1926,0.1793
92640.0000,0.2643,0.2436,0.0643,0.0614,-0.0207,-0.0029,0.1925,0.1792
92700.0000,0.2641,0.2435,0.0643,0.0614,-0.0207,-0.0029,0.1924,0.1791
92760.0000,0.2639,0.2433,0.0643,0.0614,-0.0206,-0.0029,0.1923,0.1790
92820.0000,0.2638,0.2432,0.0643,0.0614,-0.0206,-0.0029,0.1922,0.1789
92880.0000,0.2636,0.2430,0.0642,0.0613,-0.0205,-0.0029,0.1920,0.1788
92940.0000,0.2634,0.2429,0.0642,0.0613,-0.0205,-0.0029,0.1919,0.1787
93000.0000,0.2632,0.2427,0.0642,0.0613,-0.0205,-0.0029,0.1918,0.1786
93060.0000,0.2630,0.2426,0.0642,0.0613,-0.0204,-0.0029,0.1917,0.1786
93120.0000,0.2628,0.2424,0.0641,0.0613,-0.0204,-0.0029,0.1916,0.1785
93180.0000,0.2627,0.2423,0.0641,0.0613,-0.0204,-0.0029,0.1915,0.1784
93240.0000,0.2625,0.2421,0.0641,0.0612,-0.0203,-0.0028,0.1914,0.1783
93300.0000,0.2623,0.2420,0.0641,0.0612,-0.0203,-0.0028,0.1913,0.1782
93360.0000,0.2621,0.2419,0.0640,0.0612,-0.0203,-0.0028,0.1911,0.1781
93420.0000,0.2620,0.2417,0.0640,0.0612,-0.0202,-0.0028,0.1910,0.1780
93480.0000,0.2618,0.2416,0.0640,0.0612,-0.0202,-0.0028,0.1909,0.1779
93540.0000,0.2616,0.2414,0.0640,0.0612,-0.0202,-0.0028,0.1908,0.1778
93600.0000,0.2614,0.2413,0.0639,0.0611,-0.0201,-0.0028,0.1907,0.1778
93660.0000,0.2612,0.2411,0.0639,0.0611,-0.0201,-0.0028,0.1906,0.1777
93720.0000,0.2611,0.2410,0.0639,0.0611,-0.0201,-0.0028,0.1905,0.1776
93780.0000,0.2609,0.2409,0.0639,0.0611,-0.0200,-0.0028,0.1904,0.1775
93840.0000,0.2607,0.2407,0.0638,0.0611,-0.0200,-0.0028,0.1903,0.1774
93900.0000,0.2605,0.2406,0.0638,0.0611,-0.0200,-0.0028,0.1901,0.1773
93960.0000,0.2604,0.2404,0.0638,0.0611,-0.0199,-0.0027,0.1900,0.1772
94020.0000,0.2602,0.2403,0.0638,0.0610,-0.0199,-0.0027,0.1899,0.1771
94080.0000,0.2600,0.2401,0.0638,0.0610,-0.0199,-0.0027,0.1898,0.1770
94140.0000,0.2598,0.2400,0.0637,0.0610,-0.0198,-0.0027,0.1897,0.1770
94200.0000,0.2597,0.2399,0.0637,0.0610,-0.0198,-0.0027,0.1896,0.1769
94260.0000,0.2595,0.2397,0.0637,0.0610,-0.0198,-0.0027,0.1895,0.1768
94320.0000,0.2593,0.2396,0.0637,0.0610,-0.0197,-0.0027,0.1894,0.1767
94380.0000,0.2591,0.2394,0.0636,0.0609,-0.0197,-0.0027,0.1893,0.1766
94440.0000,0.2590,0.2393,0.0636,0.0609,-0.0197,-0.0027,0.1892,0.1765
94500.0000,0.2588,0.2392,0.0636,0.0609,-0.0196,-0.0027,0.1891,0.1764
94560.0000,0.2586,0.2390,0.0636,0.0609,-0.0196,-0.0027,0.1889,0.1763
94620.0000,0.2584,0.2389,0.0635,0.0609,-0.0196,-0.0027,0.1888,0.1763
94680.0000,0.2583,0.2387,0.0635,0.0609,-0.0195,-0.0027,0.1887,0.1762
94740.0000,0.2581,0.2386,0.0635,0.0608,-0.0195,-0.0027,0.1886,0.1761
94800.0000,0.2579,0.2385,0.0635,0.0608,-0.0195,-0.0026,0.1885,0.1760
94860.0000,0.2578,0.2383,0.0634,0.0608,-0.0194,-0.0026,0.1884,0.1759
94920.0000,0.2576,0.2382,0.0634,0.0608,-0.0194,-0.0026,0.1883,0.1758
94980.0000,0.2574,0.2380,0.0634,0.0608,-0.0194,-0.0026,0.1882,0.1757
95040.0000,0.2572,0.2379,0.0634,0.0608,-0.0193,-0.0026,0.1881,0.1757
95100.0000,0.2571,0.2378,0.0634,0.0607,-0.0193,-0.0026,0.1880,0.1756
95160.0000,0.2569,0.2376,0.0633,0.0607,-0.0193,-0.0026,0.1879,0.1755
95220.0000,0.2567,0.2375,0.0633,0.0607,-0.0192,-0.0026,0.1878,0.1754
95280.0000,0.2566,0.2374,0.0633,0.0607,-0.0192,-0.0026,0.1877,0.1753
95340.0000,0.2564,0.2372,0.0633,0.0607,-0.0192,-0.0026,0.1876,0.1752
95400.0000,0.2562,0.2371,0.0632,0.0607,-0.0191,-0.0026,0.1874,0.1751
95460.0000,0.2561,0.2369,0.0632,0.0606,-0.0191,-0.0026,0.1873,0.1751
95520.0000,0.2559,0.2368,0.0632,0.0606,-0.0191,-0.0026,0.1872,0.1750
95580.0000,0.2557,0.2367,0.0632,0.0606,-0.0191,-0.0026,0.1871,0.1749
95640.0000,0.2556,0.2365,0.0631,0.0605,-0.0190,-0.0026,0.1870,0.1748
95700.0000,0.2554,0.2364,0.0631,0.0605,-0.0190,-0.0027,0.1869,0.1747
95760.0000,0.2552,0.2363,0.0631,0.0604,-0.0190,-0.0027,0.1868,0.1746
95820.0000,0.2551,0.2361,0.0631,0.0604,-0.0189,-0.0027,0.1867,0.1745
95880.0000,0.2549,0.2360,0.0631,0.0603,-0.0189,-0.0027,0.1866,0.1744
95940.0000,0.2547,0.2359,0.0630,0.0603,-0.0189,-0.0027,0.1865,0.1743
96000.0000,0.2546,0.2357,0.0630,0.0603,-0.0188,-0.0028,0.1864,0.1743
96060.0000,0.2544,0.2356,0.0630,0.0602,-0.0188,-0.0028,0.1863,0.1742
96120.0000,0.2542,0.2355,0.0630,0.0602,-0.0188,-0.0028,0.1862,0.1741
96180.0000,0.2541,0.2353,0.0630,0.0601,-0.0187,-0.0028,0.1861,0.1740
96240.0000,0.2539,0.2352,0.0629,0.0601,-0.0187,-0.0028,0.1860,0.1739
96300.0000,0.2537,0.2351,0.0629,0.0601,-0.0187,-0.0028,0.1859,0.1738
96360.0000,0.2536,0.2349,0.0629,0.0601,-0.0186,-0.0028,0.1858,0.1737
96420.0000,0.2534,0.2348,0.0629,0.0600,-0.0186,-0.0028,0.1857,0.1736
96480.0000,0.2532,0.2347,0.0628,0.0600,-0.0186,-0.0028,0.1856,0.1735
96540.0000,0.2531,0.2345,0.0628,0.0600,-0.0186,-0.0028,0.1855,0.1734
96600.0000,0.2529,0.2344,0.0628,0.0600,-0.0185,-0.0028,0.1854,0.1734
96660.0000,0.2528,0.2343,0.0628,0.0599,-0.0185,-0.0028,0.1853,0.1733
96720.0000,0.2526,0.2341,0.0628,0.0599,-0.0185,-0.0028,0.1852,0.1732
96780.0000,0.2524,0.2340,0.0627,0.0599,-0.0184,-0.0028,0.1851,0.1731
96840.0000,0.2523,0.2339,0.0627,0.0599,-0.0184,-0.0028,0.1850,0.1730
96900.0000,0.2521,0.2337,0.0627,0.0599,-0.0184,-0.0028,0.1849,0.1729
96960.0000,0.2519,0.2336,0.0627,0.0599,-0.0183,-0.0028,0.1848,0.1728
97020.0000,0.2518,0.2335,0.0627,0.0599,-0.0183,-0.0027,0.1847,0.1728
97080.0000,0.2516,0.2333,0.0626,0.0599,-0.0183,-0.0027,0.1846,0.1727
97140.0000,0.2515,0.2332,0.0626,0.0599,-0.0183,-0.0027,0.1845,0.1726
97200.0000,0.2513,0.2331,0.0626,0.0600,-0.0182,-0.0026,0.1844,0.1725
97260.0000,0.2511,0.2329,0.0626,0.0600,-0.0182,-0.0026,0.1843,0.1724
97320.0000,0.2510,0.2328,0.0626,0.0600,-0.0182,-0.0026,0.1842,0.1724
97380.0000,0.2508,0.2327,0.0625,0.0600,-0.0181,-0.0026,0.1841,0.1723
97440.0000,0.2507,0.2326,0.0625,0.0600,-0.0181,-0.0025,0.1840,0.1722
97500.0000,0.2505,0.2324,0.0625,0.0600,-0.0181,-0.0025,0.1839,0.1721
97560.0000,0.2504,0.2323,0.0625,0.0600,-0.0181,-0.0025,0.1838,0.1720
97620.0000,0.2502,0.2322,0.0624,0.0599,-0.0180,-0.0025,0.1837,0.1720
97680.0000,0.2500,0.2320,0.0624,0.0599,-0.0180,-0.0025,0.1836,0.1719
97740.0000,0.2499,0.2319,0.0624,0.0599,-0.0180,-0.0025,0.1835,0.1718
97800.0000,0.2497,0.2318,0.0624,0.0599,-0.0179,-0.0025,0.1834,0.1717
97860.0000,0.2496,0.2317,0.0624,0.0599,-0.0179,-0.0025,0.1833,0.1716
97920.0000,0.2494,0.2315,0.0623,0.0599,-0.0179,-0.0024,0.1832,0.1716
97980.0000,0.2493,0.2314,0.0623,0.0599,-0.0179,-0.0024,0.1831,0.1715
98040.0000,0.2491,0.2313,0.0623,0.0599,-0.0178,-0.0024,0.1830,0.1714
98100.0000,0.2489,0.2311,0.0623,0.0599,-0.0178,-0.0024,0.1829,0.1713
98160.0000,0.2488,0.2310,0.0623,0.0599,-0.0178,-0.0024,0.1828,0.1712
98220.0000,0.2486,0.2309,0.0622,0.0598,-0.0177,-0.0024,0.1827,0.1712
98280.0000,0.2485,0.2308,0.0622,0.0598,-0.0177,-0.0024,0.1826,0.1711
98340.0000,0.2483,0.2306,0.0622,0.0598,-0.0177,-0.0024,0.1825,0.1710
98400.0000,0.2482,0.2305,0.0622,0.0598,-0.0177,-0.0024,0.1824,0.1709
98460.0000,0.2480,0.2304,0.0622,0.0598,-0.0176,-0.0024,0.1823,0.1709
98520.0000,0.2479,0.2303,0.0621,0.0598,-0.0176,-0.0024,0.1822,0.1708
98580.0000,0.2477,0.2301,0.0621,0.0598,-0.0176,-0.0023,0.1821,0.1707
98640.0000,0.2476,0.2300,0.0621,0.0598,-0.0175,-0.0023,0.1820,0.1706
98700.0000,0.2474,0.2299,0.0621,0.0598,-0.0175,-0.0023,0.1819,0.1705
98760.0000,0.2472,0.2298,0.0621,0.0597,-0.0175,-0.0023,0.1818,0.1705
98820.0000,0.2471,0.2296,0.0620,0.0597,-0.0175,-0.0023,0.1817,0.1704
98880.0000,0.2469,0.2295,0.0620,0.0597,-0.0174,-0.0023,0.1816,0.1703
98940.0000,0.2468,0.2294,0.0620,0.0597,-0.0174,-0.0023,0.1815,0.1702
99000.0000,0.2466,0.2293,0.0620,0.0597,-0.0174,-0.0023,0.1814,0.1702
99060.0000,0.2465,0.2291,0.0620,0.0597,-0.0173,-0.0023,0.1813,0.1701
99120.0000,0.2463,0.2290,0.0619,0.0597,-0.0173,-0.0023,0.1812,0.1700
99180.0000,0.2462,0.2289,0.0619,0.0597,-0.0173,-0.0023,0.1811,0.1699
99240.0000,0.2460,0.2288,0.0619,0.0596,-0.0173,-0.0023,0.1810,0.1698
99300.0000,0.2459,0.2286,0.0619,0.0596,-0.0172,-0.0023,0.1809,0.1698
99360.0000,0.2457,0.2285,0.0619,0.0596,-0.0172,-0.0023,0.1808,0.1697
99420.0000,0.2456,0.2284,0.0618,0.0596,-0.0172,-0.0022,0.1808,0.1696
99480.0000,0.2454,0.2283,0.0618,0.0596,-0.0172,-0.0022,0.1807,0.1695
99540.0000,0.2453,0.2281,0.0618,0.0596,-0.0171,-0.0022,0.1806,0.1695
99600.0000,0.2451,0.2280,0.0618,0.0596,-0.0171,-0.0022,0.1805,0.1694
99660.0000,0.2450,0.2279,0.0618,0.0595,-0.0171,-0.0022,0.1804,0.1693
99720.0000,0.2448,0.2278,0.0618,0.0595,-0.0171,-0.0022,0.1803,0.1692
99780.0000,0.2447,0.2277,0.0617,0.0595,-0.0170,-0.0022,0.1802,0.1692
99840.0000,0.2445,0.2275,0.0617,0.0595,-0.0170,-0.0022,0.1801,0.1691
99900.0000,0.2444,0.2274,0.0617,0.0595,-0.0170,-0.0022,0.1800,0.1690
99960.0000,0.2442,0.2273,0.0617,0.0595,-0.0169,-0.0022,0.1799,0.1689
100020.0000,0.2441,0.2272,0.0617,0.0595,-0.0169,-0.0022,0.1798,0.1689
100080.0000,0.2439,0.2271,0.0616,0.0595,-0.0169,-0.0022,0.1797,0.1688
100140.0000,0.2438,0.2269,0.0616,0.0594,-0.0169,-0.0022,0.1796,0.1687
100200.0000,0.2437,0.2268,0.0616,0.0594,-0.0168,-0.0022,0.1795,0.1686
100260.0000,0.2435,0.2267,0.0616,0.0594,-0.0168,-0.0022,0.1794,0.1686
100320.0000,0.2434,0.2266,0.0616,0.0594,-0.0168,-0.0022,0.1793,0.1685
100380.0000,0.2432,0.2265,0.0615,0.0594,-0.0168,-0.0021,0.1793,0.1684
100440.0000,0.2431,0.2263,0.0615,0.0594,-0.0167,-0.0021,0.1792,0.1683
100500.0000,0.2429,0.2262,0.0615,0.0594,-0.0167,-0.0021,0.1791,0.1683
100560.0000,0.2428,0.2261,0.0615,0.0594,-0.0167,-0.0021,0.1790,0.1682
100620.0000,0.2426,0.2260,0.0615,0.0593,-0.0167,-0.0021,0.1789,0.1681
100680.0000,0.2425,0.2259,0.0615,0.0593,-0.0166,-0.0021,0.1788,0.1680
100740.0000,0.2423,0.2257,0.0614,0.0593,-0.0166,-0.0021,0.1787,0.1680
100800.0000,0.2422,0.2256,0.0614,0.0593,-0.0166,-0.0021,0.1786,0.1679
100860.0000,0.2421,0.2255,0.0614,0.0593,-0.0166,-0.0021,0.1785,0.1678
100920.0000,0.2419,0.2254,0.0614,0.0593,-0.0165,-0.0021,0.1784,0.1677
100980.0000,0.2418,0.2253,0.0614,0.0593,-0.0165,-0.0021,0.1783,0.1677
101040.0000,0.2416,0.2251,0.0613,0.0593,-0.0165,-0.0021,0.1783,0.1676
101100.0000,0.2415,0.2250,0.0613,0.0592,-0.0165,-0.0021,0.1782,0.1675
101160.0000,0.2413,0.2249,0.0613,0.0592,-0.0164,-0.0021,0.1781,0.1674
101220.0000,0.2412,0.2248,0.0613,0.0592,-0.0164,-0.0021,0.1780,0.1674
101280.0000,0.2411,0.2247,0.0613,0.0592,-0.0164,-0.0021,0.1779,0.1673
101340.0000,0.2409,0.2246,0.0613,0.0592,-0.0163,-0.0021,0.1778,0.1672
101400.0000,0.2408,0.2244,0.0612,0.0592,-0.0163,-0.0021,0.1777,0.1671
101460.0000,0.2406,0.2243,0.0612,0.0592,-0.0163,-0.0021,0.1776,0.1671
101520.0000,0.2405,0.2242,0.0612,0.0592,-0.0163,-0.0020,0.1775,0.1670
101580.0000,0.2403,0.2241,0.0612,0.0591,-0.0162,-0.0020,0.1774,0.1669
101640.0000,0.2402,0.2240,0.0612,0.0591,-0.0162,-0.0020,0.1774,0.1668
101700.0000,0.2401,0.2239,0.0611,0.0591,-0.0162,-0.0020,0.1773,0.1668
101760.0000,0.2399,0.2238,0.0611,0.0591,-0.0162,-0.0020,0.1772,0.1667
101820.0000,0.2398,0.2236,0.0611,0.0591,-0.0161,-0.0020,0.1771,0.1666
101880.0000,0.2396,0.2235,0.0611,0.0591,-0.0161,-0.0020,0.1770,0.1666
101940.0000,0.2395,0.2234,0.0611,0.0591,-0.0161,-0.0020,0.1769,0.1665
102000.0000,0.2394,0.2233,0.0611,0.0591,-0.0161,-0.0020,0.1768,0.1664
102060.0000,0.2392,0.2232,0.0610,0.0590,-0.0161,-0.0020,0.1767,0.1663
102120.0000,0.2391,0.2231,0.0610,0.0590,-0.0160,-0.0020,0.1766,0.1663
102180.0000,0.2389,0.2229,0.0610,0.0590,-0.0160,-0.0020,0.1766,0.1662
102240.0000,0.2388,0.2228,0.0610,0.0590,-0.0160,-0.0020,0.1765,0.1661
102300.0000,0.2387,0.2227,0.0610,0.0590,-0.0160,-0.0020,0.1764,0.1661
102360.0000,0.2385,0.2226,0.0610,0.0590,-0.0159,-0.0020,0.1763,0.1660
102420.0000,0.2384,0.2225,0.0609,0.0590,-0.0159,-0.0020,0.1762,0.1659
102480.0000,0.2383,0.2224,0.0609,0.0590,-0.0159,-0.0020,0.1761,0.1658
102540.0000,0.2381,0.2223,0.0609,0.0589,-0.0159,-0.0020,0.1760,0.1658
102600.0000,0.2380,0.2222,0.0609,0.0589,-0.0158,-0.0020,0.1759,0.1657
102660.0000,0.2378,0.2220,0.0609,0.0589,-0.0158,-0.0020,0.1759,0.1656
102720.0000,0.2377,0.2219,0.0609,0.0589,-0.0158,-0.0019,0.1758,0.1656
102780.0000,0.2376,0.2218,0.0608,0.0589,-0.0158,-0.0019,0.1757,0.1655
102840.0000,0.2374,0.2217,0.0608,0.0589,-0.0157,-0.0019,0.1756,0.1654
102900.0000,0.2373,0.2216,0.0608,0.0589,-0.0157,-0.0019,0.1755,0.1653
102960.0000,0.2372,0.2215,0.0608,0.0589,-0.0157,-0.0019,0.1754,0.1653
103020.0000,0.2370,0.2214,0.0608,0.0588,-0.0157,-0.0019,0.1753,0.1652
103080.0000,0.2369,0.2213,0.0608,0.0588,-0.0156,-0.0019,0.1753,0.1651
103140.0000,0.2368,0.2211,0.0607,0.0588,-0.0156,-0.0019,0.1752,0.1651
103200.0000,0.2366,0.2210,0.0607,0.0588,-0.0156,-0.0019,0.1751,0.1650
103260.0000,0.2365,0.2209,0.0607,0.0588,-0.0156,-0.0019,0.1750,0.1649
103320.0000,0.2364,0.2208,0.0607,0.0588,-0.0155,-0.0019,0.1749,0.1648
103380.0000,0.2362,0.2207,0.0607,0.0588,-0.0155,-0.0019,0.1748,0.1648
103440.0000,0.2361,0.2206,0.0607,0.0588,-0.0155,-0.0019,0.1747,0.1647
103500.0000,0.2360,0.2205,0.0606,0.0588,-0.0155,-0.0019,0.1747,0.1646
103560.0000,0.2358,0.2204,0.0606,0.0587,-0.0155,-0.0019,0.1746,0.1646
103620.0000,0.2357,0.2203,0.0606,0.0587,-0.0154,-0.0019,0.1745,0.1645
103680.0000,0.2356,0.2201,0.0606,0.0587,-0.0154,-0.0019,0.1744,0.1644
103740.0000,0.2354,0.2200,0.0606,0.0587,-0.0154,-0.0019,0.1743,0.1644
103800.0000,0.2353,0.2199,0.0606,0.0587,-0.0154,-0.0019,0.1742,0.1643
103860.0000,0.2352,0.2198,0.0605,0.0587,-0.0153,-0.0019,0.1742,0.1642
103920.0000,0.2350,0.2197,0.0605,0.0587,-0.0153,-0.0019,0.1741,0.1641
103980.0000,0.2349,0.2196,0.0605,0.0587,-0.0153,-0.0019,0.1740,0.1641
104040.0000,0.2348,0.2195,0.0605,0.0586,-0.0153,-0.0018,0.1739,0.1640
104100.0000,0.2346,0.2194,0.0605,0.0586,-0.0152,-0.0018,0.1738,0.1639
104160.0000,0.2345,0.2193,0.0605,0.0586,-0.0152,-0.0018,0.1737,0.1639
104220.0000,0.2344,0.2192,0.0604,0.0586,-0.0152,-0.0018,0.1736,0.1638
104280.0000,0.2342,0.2191,0.0604,0.0586,-0.0152,-0.0018,0.1736,0.1637
104340.0000,0.2341,0.2189,0.0604,0.0586,-0.0152,-0.0018,0.1735,0.1637
104400.0000,0.2340,0.2188,0.0604,0.0586,-0.0151,-0.0018,0.1734,0.1636
104460.0000,0.2338,0.2187,0.0604,0.0586,-0.0151,-0.0018,0.1733,0.1635
104520.0000,0.2337,0.2186,0.0604,0.0585,-0.0151,-0.0018,0.1732,0.1635
104580.0000,0.2336,0.2185,0.0603,0.0585,-0.0151,-0.0019,0.1732,0.1634
104640.0000,0.2334,0.2184,0.0603,0.0585,-0.0150,-0.0019,0.1731,0.1633
104700.0000,0.2333,0.2183,0.0603,0.0584,-0.0150,-0.0019,0.1730,0.1632
104760.0000,0.2332,0.2182,0.0603,0.0584,-0.0150,-0.0019,0.1729,0.1632
104820.0000,0.2331,0.2181,0.0603,0.0583,-0.0150,-0.0019,0.1728,0.1631
104880.0000,0.2329,0.2180,0.0603,0.0583,-0.0150,-0.0020,0.1727,0.1630
104940.0000,0.2328,0.2179,0.0603,0.0583,-0.0149,-0.0020,0.1727,0.1630
105000.0000,0.2327,0.2178,0.0602,0.0582,-0.0149,-0.0020,0.1726,0.1629
105060.0000,0.2325,0.2177,0.0602,0.0582,-0.0149,-0.0020,0.1725,0.1628
105120.0000,0.2324,0.2175,0.0602,0.0582,-0.0149,-0.0020,0.1724,0.1627
105180.0000,0.2323,0.2174,0.0602,0.0581,-0.0148,-0.0021,0.1723,0.1627
105240.0000,0.2322,0.2173,0.0602,0.0581,-0.0148,-0.0021,0.1722,0.1626
105300.0000,0.2320,0.2172,0.0602,0.0581,-0.0148,-0.0021,0.1722,0.1625
105360.0000,0.2319,0.2171,0.0602,0.0581,-0.0148,-0.0021,0.1721,0.1624
105420.0000,0.2318,0.2170,0.0601,0.0580,-0.0148,-0.0021,0.1720,0.1624
105480.0000,0.2316,0.2169,0.0601,0.0580,-0.0147,-0.0021,0.1719,0.1623
105540.0000,0.2315,0.2168,0.0601,0.0580,-0.0147,-0.0021,0.1718,0.1622
105600.0000,0.2314,0.2167,0.0601,0.0580,-0.0147,-0.0021,0.1718,0.1621
105660.0000,0.2313,0.2166,0.0601,0.0580,-0.0147,-0.0021,0.1717,0.1621
105720.0000,0.2311,0.2165,0.0601,0.0580,-0.0146,-0.0021,0.1716,0.1620
105780.0000,0.2310,0.2164,0.0600,0.0580,-0.0146,-0.0021,0.1715,0.1619
105840.0000,0.2309,0.2163,0.0600,0.0580,-0.0146,-0.0021,0.1714,0.1619
105900.0000,0.2308,0.2162,0.0600,0.0580,-0.0146,-0.0020,0.1714,0.1618
105960.0000,0.2306,0.2161,0.0600,0.0580,-0.0146,-0.0020,0.1713,0.1617
106020.0000,0.2305,0.2160,0.0600,0.0580,-0.0145,-0.0020,0.1712,0.1617
106080.0000,0.2304,0.2159,0.0600,0.0580,-0.0145,-0.0020,0.1711,0.1616
106140.0000,0.2303,0.2158,0.0600,0.0580,-0.0145,-0.0020,0.1710,0.1615
106200.0000,0.2301,0.2157,0.0599,0.0580,-0.0145,-0.0019,0.1710,0.1615
106260.0000,0.2300,0.2156,0.0599,0.0580,-0.0145,-0.0019,0.1709,0.1614
106320.0000,0.2299,0.2155,0.0599,0.0580,-0.0144,-0.0019,0.1708,0.1613
106380.0000,0.2298,0.2153,0.0599,0.0580,-0.0144,-0.0019,0.1707,0.1613
106440.0000,0.2296,0.2152,0.0599,0.0580,-0.0144,-0.0018,0.1706,0.1612
106500.0000,0.2295,0.2151,0.0599,0.0580,-0.0144,-0.0018,0.1706,0.1611
106560.0000,0.2294,0.2150,0.0599,0.0580,-0.0144,-0.0018,0.1705,0.1611
106620.0000,0.2293,0.2149,0.0598,0.0580,-0.0143,-0.0018,0.1704,0.1610
106680.0000,0.2291,0.2148,0.0598,0.0580,-0.0143,-0.0018,0.1703,0.1609
106740.0000,0.2290,0.2147,0.0598,0.0580,-0.0143,-0.0018,0.1703,0.1609
106800.0000,0.2289,0.2146,0.0598,0.0580,-0.0143,-0.0018,0.1702,0.1608
106860.0000,0.2288,0.2145,0.0598,0.0580,-0.0142,-0.0018,0.1701,0.1608
106920.0000,0.2287,0.2144,0.0598,0.0580,-0.0142,-0.0018,0.1700,0.1607
106980.0000,0.2285,0.2143,0.0598,0.0580,-0.0142,-0.0018,0.1699,0.1606
107040.0000,0.2284,0.2142,0.0597,0.0580,-0.0142,-0.0018,0.1699,0.1606
107100.0000,0.2283,0.2141,0.0597,0.0580,-0.0142,-0.0017,0.1698,0.1605
107160.0000,0.2282,0.2140,0.0597,0.0580,-0.0141,-0.0017,0.1697,0.1604
107220.0000,0.2280,0.2139,0.0597,0.0580,-0.0141,-0.0017,0.1696,0.1604
107280.0000,0.2279,0.2138,0.0597,0.0580,-0.0141,-0.0017,0.1696,0.1603
107340.0000,0.2278,0.2137,0.0597,0.0579,-0.0141,-0.0017,0.1695,0.1602
107400.0000,0.2277,0.2136,0.0597,0.0579,-0.0141,-0.0017,0.1694,0.1602
107460.0000,0.2276,0.2135,0.0596,0.0579,-0.0140,-0.0017,0.1693,0.1601
107520.0000,0.2274,0.2134,0.0596,0.0579,-0.0140,-0.0017,0.1692,0.1601
107580.0000,0.2273,0.2133,0.0596,0.0579,-0.0140,-0.0017,0.1692,0.1600
107640.0000,0.2272,0.2132,0.0596,0.0579,-0.0140,-0.0017,0.1691,0.1599
107700.0000,0.2271,0.2131,0.0596,0.0579,-0.0140,-0.0017,0.1690,0.1599
107760.0000,0.2270,0.2130,0.0596,0.0579,-0.0139,-0.0017,0.1689,0.1598
107820.0000,0.2268,0.2129,0.0596,0.0579,-0.0139,-0.0017,0.1689,0.1597
107880.0000,0.2267,0.2128,0.0595,0.0579,-0.0139,-0.0017,0.1688,0.1597
107940.0000,0.2266,0.2127,0.0595,0.0579,-0.0139,-0.0017,0.1687,0.1596
108000.0000,0.2265,0.2126,0.0595,0.0578,-0.0139,-0.0017,0.1686,0.1596
108060.0000,0.2264,0.2125,0.0595,0.0578,-0.0138,-0.0017,0.1686,0.1595
108120.0000,0.2262,0.2124,0.0595,0.0578,-0.0138,-0.0017,0.1685,0.1594
108180.0000,0.2261,0.2123,0.0595,0.0578,-0.0138,-0.0016,0.1684,0.1594
108240.0000,0.2260,0.2122,0.0595,0.0578,-0.0138,-0.0016,0.1683,0.1593
108300.0000,0.2259,0.2121,0.0594,0.0578,-0.0138,-0.0016,0.1683,0.1592
108360.0000,0.2258,0.2120,0.0594,0.0578,-0.0137,-0.0016,0.1682,0.1592
108420.0000,0.2257,0.2119,0.0594,0.0578,-0.0137,-0.0016,0.1681,0.1591
108480.0000,0.2255,0.2118,0.0594,0.0578,-0.0137,-0.0016,0.1680,0.1591
108540.0000,0.2254,0.2117,0.0594,0.0578,-0.0137,-0.0016,0.1680,0.1590
108600.0000,0.2253,0.2116,0.0594,0.0578,-0.0137,-0.0016,0.1679,0.1589
108660.0000,0.2252,0.2115,0.0594,0.0577,-0.0137,-0.0016,0.1678,0.1589
108720.0000,0.2251,0.2114,0.0593,0.0577,-0.0136,-0.0016,0.1677,0.1588
108780.0000,0.2250,0.2113,0.0593,0.0577,-0.0136,-0.0016,0.1677,0.1587
108840.0000,0.2248,0.2112,0.0593,0.0577,-0.0136,-0.0016,0.1676,0.1587
108900.0000,0.2247,0.2111,0.0593,0.0577,-0.0136,-0.0016,0.1675,0.1586
108960.0000,0.2246,0.2110,0.0593,0.0577,-0.0136,-0.0016,0.1674,0.1586
109020.0000,0.2245,0.2109,0.0593,0.0577,-0.0135,-0.0016,0.1674,0.1585
109080.0000,0.2244,0.2109,0.0593,0.0577,-0.0135,-0.0016,0.1673,0.1584
109140.0000,0.2243,0.2108,0.0593,0.0577,-0.0135,-0.0016,0.1672,0.1584
109200.0000,0.2241,0.2107,0.0592,0.0577,-0.0135,-0.0016,0.1671,0.1583
109260.0000,0.2240,0.2106,0.0592,0.0577,-0.0135,-0.0016,0.1671,0.1583
109320.0000,0.2239,0.2105,0.0592,0.0576,-0.0134,-0.0016,0.1670,0.1582
109380.0000,0.2238,0.2104,0.0592,0.0576,-0.0134,-0.0016,0.1669,0.1581
109440.0000,0.2237,0.2103,0.0592,0.0576,-0.0134,-0.0016,0.1668,0.1581
